Water Control Zone,Station,Dates,Sample No,Depth,Total Inorganic Nitrogen (mg/L),Volatile Suspended Solids (mg/L),Unionised Ammonia (mg/L),Turbidity (NTU),Total Phosphorus (mg/L),Total Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Temperature (°C),Suspended Solids (mg/L),Silica (mg/L),Secchi Disc Depth (M),Salinity (psu),Phaeo-pigments (μg/L),pH,Orthophosphate Phosphorus (mg/L),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Faecal Coliforms (cfu/100mL),E. coli (cfu/100mL),Dissolved Oxygen (mg/L),Dissolved Oxygen (%saturation),Chlorophyll-a (μg/L),Ammonia Nitrogen (mg/L),5-day Biochemical Oxygen Demand (mg/L)
Southern,SM9,2015/11/2,1,Middle Water,0.24,1.1,0.005,5.4,0.05,0.57,0.44,26.6,3.8,0.5,2.7,31.7,0.7,8,0.016,0.027,0.1,19,10,6.1,91,3.4,0.11,0.5
Southern,SM9,2015/11/2,1,Bottom Water,0.23,1.4,0.005,6.9,0.05,0.6,0.48,26.5,7.3,0.5,2.7,31.7,2.1,8,0.017,0.027,0.096,24,10,5.9,88,4.5,0.11,0.4
Southern,SM9,2015/12/4,1,Surface Water,0.37,<0.5,0.003,4.3,0.05,0.42,0.2,23.6,2.4,1.3,3,31.6,<0.2,7.7,0.029,0.061,0.16,240,150,5.7,80,1.8,0.15,0.7
Southern,SM9,2015/12/4,1,Middle Water,0.36,1.2,0.003,4.2,0.04,0.42,0.21,23.6,8.6,1.3,3,31.7,<0.2,7.7,0.028,0.06,0.15,190,110,6,85,2.1,0.15,0.5
Southern,SM9,2015/12/4,1,Bottom Water,0.38,<0.5,0.003,4.4,0.05,0.48,0.28,23.7,2.9,1.3,3,32,0.4,7.7,0.028,0.058,0.14,890,530,5.7,81,1.3,0.18,0.5
Southern,SM9,2016/1/7,1,Surface Water,0.41,0.8,0.002,2.7,0.05,0.97,0.72,20.2,2.1,1.1,5,31.3,<0.2,7.6,0.025,0.033,0.22,2,1,6.4,85,4.4,0.16,1.5
Southern,SM9,2016/1/7,1,Middle Water,0.4,0.7,0.002,2.7,0.05,0.85,0.61,20,3,1.1,5,31.3,0.2,7.6,0.026,0.034,0.21,3,3,6.2,82,5.2,0.16,1.5
Southern,SM9,2016/1/7,1,Bottom Water,0.4,0.8,0.002,2.6,0.04,0.75,0.51,20,2.2,1.1,5,31.3,0.3,7.6,0.026,0.033,0.21,3,2,7.2,95,4.9,0.16,1.6
Southern,SM9,2016/2/12,1,Surface Water,0.4,0.7,0.001,3.8,0.05,0.56,0.32,16.1,3.1,1.2,3,30,<0.2,7.5,0.024,0.024,0.22,23,16,6.9,85,1,0.16,0.6
Southern,SM9,2016/2/12,1,Middle Water,0.35,0.6,0.001,3.8,0.04,0.51,0.29,16,3,1.2,3,30.3,0.6,7.5,0.021,0.023,0.2,5,5,7.5,91,0.9,0.13,0.6
Southern,SM9,2016/2/12,1,Bottom Water,0.37,2,0.001,3.7,0.03,0.48,0.25,16.1,9.8,1.2,3,30.4,<0.2,7.6,0.023,0.024,0.21,7,5,7.5,92,1.1,0.14,0.6
Southern,SM9,2016/3/11,1,Surface Water,0.22,1.8,0.004,1.7,0.05,1.12,0.99,16.7,2.6,0.82,3.8,30.1,5.9,8.3,0.006,0.009,0.12,36,20,7.4,91,16,0.09,3.2
Southern,SM9,2016/3/11,1,Middle Water,0.22,1.8,0.004,1.7,0.05,0.97,0.84,16.9,2.6,0.82,3.8,30.2,4.5,8.3,0.006,0.008,0.12,49,23,9,111,21,0.09,3.1
Southern,SM9,2016/3/11,1,Bottom Water,0.22,2,0.004,1.7,0.04,1.23,1.1,17,3.2,0.82,3.8,30.4,4.4,8.3,0.006,0.008,0.12,59,27,8.8,110,19,0.092,2.6
Southern,SM9,2016/4/7,1,Surface Water,0.36,1,0.004,1.6,0.07,0.76,0.53,19.3,2.2,0.96,2,28.9,1.1,8,0.002,0.02,0.21,10,3,6.8,88,1.1,0.13,1.3
Southern,SM9,2016/4/7,1,Middle Water,0.28,0.7,0.003,1.2,0.03,0.52,0.35,19,3.6,0.89,2,29.4,1.8,8,0.003,0.014,0.16,7,4,7.8,100,0.3,0.11,0.8
Southern,SM9,2016/4/7,1,Bottom Water,0.28,0.8,0.003,2.3,0.07,0.47,0.3,18.8,3.8,0.86,2,30.1,<0.2,8,0.003,0.014,0.16,11,6,7.4,95,0.3,0.11,0.7
Southern,SM9,2016/5/6,1,Surface Water,0.48,<0.5,0.006,1.9,0.14,0.65,0.32,24.6,1.7,2,1.8,27.4,0.4,8,0.015,0.029,0.3,<1,<1,5.5,77,3,0.15,2.1
Southern,SM9,2016/5/6,1,Middle Water,0.36,0.6,0.005,1.7,0.26,0.45,0.22,23.6,2.7,1.6,1.8,28.3,<0.2,8,0.017,0.022,0.21,4,2,5.8,80,1,0.13,0.7
Southern,SM9,2016/5/6,1,Bottom Water,0.33,0.8,0.004,2.7,0.06,0.42,0.21,23.2,4.5,1.4,1.8,29.4,<0.2,8,0.017,0.021,0.19,<1,<1,5.5,76,0.6,0.12,0.7
Southern,SM9,2016/6/8,1,Surface Water,0.45,1.4,0.004,1.4,0.06,0.53,0.13,27.4,3,1,4,26.3,2.4,8.1,0.016,0.056,0.34,34,16,5.4,79,16,0.056,1.2
Southern,SM9,2016/6/8,1,Middle Water,0.46,1.1,0.003,1.4,0.08,0.53,0.12,27.2,2.2,1.3,4,26.4,1.8,8.1,0.016,0.062,0.35,15,7,4.8,70,11,0.048,0.7
Southern,SM9,2016/6/8,1,Bottom Water,0.38,1,0.002,3,0.08,0.46,0.13,27.1,3.6,1.5,4,26.7,1.6,7.9,0.021,0.081,0.25,13,5,5,73,6.1,0.05,1
Southern,SM9,2016/7/7,1,Surface Water,0.58,1.4,0.001,1.4,0.06,0.66,0.13,27.3,2.8,2.9,2,22.8,2.5,7.5,0.015,0.025,0.5,13,6,6,86,19,0.056,2.7
Southern,SM9,2016/7/7,1,Middle Water,0.65,1,<0.001,1.4,0.05,0.71,0.14,26.7,2.2,3.6,2,23.6,2.2,7.4,0.026,0.028,0.54,58,18,6.3,90,9.8,0.078,1.7
Southern,SM9,2016/7/7,1,Bottom Water,0.58,1.1,<0.001,1.7,0.06,0.67,0.17,26.1,2.1,3.6,2,25,1.3,7.3,0.028,0.026,0.47,63,23,4.5,64,5,0.082,1
Southern,SM9,2016/8/5,1,Surface Water,0.44,0.6,0.003,10,0.16,0.54,0.21,25.2,1.4,2.3,3,29.2,<0.2,7.8,0.03,0.042,0.29,3,2,6.3,91,0.8,0.11,0.3
Southern,SM9,2016/8/5,1,Middle Water,0.39,0.8,0.003,3.9,0.07,0.64,0.35,24.8,2.6,2,3,29.6,0.2,7.8,0.028,0.036,0.25,43,11,3.3,47,1,0.1,0.4
Southern,SM9,2016/8/5,1,Bottom Water,0.32,1.3,0.002,7.2,0.05,0.68,0.46,23.9,9.2,2,3,31.7,1.1,7.8,0.027,0.029,0.19,35,7,3,43,1.3,0.098,0.5
Southern,SM9,2016/9/7,1,Surface Water,0.45,0.9,0.002,4.7,0.23,0.53,0.14,27.3,4,2.6,3,28.8,<0.2,7.8,0.035,0.098,0.29,68,22,6.1,91,0.6,0.062,0.4
Southern,SM9,2016/9/7,1,Middle Water,0.43,1.2,0.002,4.8,0.21,0.55,0.17,27.2,5.7,2.6,3,29.2,<0.2,7.8,0.034,0.096,0.28,70,14,4,59,0.2,0.058,<0.1
Southern,SM9,2016/9/7,1,Bottom Water,0.41,2.4,0.002,13.9,0.14,0.51,0.16,27.2,17,2.5,3,29.9,<0.2,7.8,0.034,0.085,0.26,51,11,4,59,0.5,0.065,<0.1
Southern,SM9,2016/10/6,1,Surface Water,0.11,1,0.002,4.5,0.02,0.47,0.41,28.6,3.7,1.3,3,31,0.3,7.9,0.012,0.033,0.025,11,6,5,76,1.4,0.048,0.6
Southern,SM9,2016/10/6,1,Middle Water,0.1,0.6,0.002,4.3,0.05,1.36,1.3,28.4,2.6,1.3,3,31.1,0.3,7.9,0.012,0.034,0.024,3,3,4.4,67,1.3,0.042,0.7
Southern,SM9,2016/10/6,1,Bottom Water,0.08,1.3,0.001,4.8,0.02,1.05,1,28.3,9.7,1.3,3,31.2,0.6,7.9,0.012,0.032,0.016,2,2,4.2,65,1.2,0.036,0.6
Southern,SM9,2016/11/4,1,Surface Water,0.27,1,0.004,41.1,0.04,0.79,0.64,26.1,6.2,0.73,2,31,1.2,7.9,0.021,0.032,0.12,8,3,5.8,85,1.8,0.12,0.5
Southern,SM9,2016/11/4,1,Middle Water,0.27,1.4,0.004,30.6,0.03,0.62,0.47,26.3,11,0.73,2,31.1,1.4,7.9,0.021,0.03,0.12,4,1,6.1,91,1.9,0.12,0.5
Southern,SM9,2016/11/4,1,Bottom Water,0.26,1.7,0.004,16.6,0.04,1.08,0.94,26.3,11,0.69,2,31.1,1,7.9,0.024,0.032,0.11,1,<1,6.1,90,2.2,0.12,0.5
Southern,SM9,2016/12/2,1,Surface Water,0.23,1.6,0.002,6.9,0.03,0.48,0.31,22.9,7.1,1.2,2.1,31.2,0.7,8,0.016,0.04,0.13,16,6,6,83,0.8,0.058,0.3
Southern,SM9,2016/12/2,1,Middle Water,0.21,1.3,0.002,8,0.04,0.51,0.36,23,10,1.2,2.1,31.3,0.4,8,0.017,0.038,0.11,20,7,6.2,86,0.8,0.058,0.4
Southern,SM9,2016/12/2,1,Bottom Water,0.2,1.6,0.002,8.9,0.03,0.39,0.24,23,12,1.2,2.1,31.3,0.6,8,0.017,0.038,0.11,13,5,6.4,89,1.3,0.053,0.4
Southern,SM9,2017/1/6,1,Surface Water,0.31,0.8,0.003,3.8,0.05,0.54,0.37,20.5,2.3,0.28,3,30.2,0.7,7.9,<0.002,0.013,0.16,31,11,6.9,91,1.5,0.14,0.9
Southern,SM9,2017/1/6,1,Middle Water,0.3,1,0.004,3.6,0.04,0.5,0.36,20.4,3.1,0.26,3,30.2,0.3,7.9,0.016,0.012,0.13,57,42,7.3,96,1.3,0.16,0.9
Southern,SM9,2017/1/6,1,Bottom Water,0.27,0.9,0.003,4.1,0.1,0.61,0.48,20.3,3.6,0.29,3,30.3,<0.2,7.9,0.015,0.011,0.12,46,25,7.1,94,1.1,0.14,0.8
Southern,SM9,2017/2/3,1,Surface Water,0.43,0.7,0.004,4.7,0.08,0.62,0.41,18.8,4.6,1.1,3,30.6,0.2,7.8,0.028,0.027,0.18,110,54,6.1,79,0.7,0.22,0.4
Southern,SM9,2017/2/3,1,Middle Water,0.42,0.9,0.004,5.8,0.05,0.69,0.49,18.8,6.1,1.1,3,30.6,0.6,7.7,0.028,0.027,0.17,120,63,6.5,84,0.9,0.22,0.4
Southern,SM9,2017/2/3,1,Bottom Water,0.45,0.9,0.004,6.4,0.06,0.74,0.53,18.8,7.2,1.1,3,30.6,0.5,7.7,0.027,0.028,0.18,120,66,6.5,84,0.7,0.24,0.3
Southern,SM9,2017/3/2,1,Surface Water,0.31,0.7,0.002,4.8,0.05,1.07,0.9,17.4,4,1.2,3,31.4,0.7,7.6,0.025,0.018,0.15,44,21,6.4,80,1.3,0.14,0.6
Southern,SM9,2017/3/2,1,Middle Water,0.3,0.6,0.001,4.9,0.04,0.79,0.62,17.3,3.6,1.1,3,31.3,<0.2,7.6,0.024,0.019,0.15,55,30,7.1,89,1.6,0.13,0.6
Southern,SM9,2017/3/2,1,Bottom Water,0.17,0.7,0.001,5.4,0.03,0.54,0.42,17.3,4.6,0.92,3,31.3,<0.2,7.6,0.015,0.015,0.1,54,28,7.2,91,2.5,0.056,0.7
Southern,SM9,2017/4/13,1,Surface Water,0.39,0.6,0.004,3.2,0.03,0.54,0.31,21.4,1.6,0.88,3.5,30.9,<0.2,7.9,0.019,0.017,0.21,13,4,6.5,88,1.5,0.16,0.5
Southern,SM9,2017/4/13,1,Middle Water,0.33,0.8,0.003,3.6,0.03,0.52,0.32,21.3,2.8,0.8,3.5,31.3,0.4,7.9,0.018,0.015,0.18,26,12,6.6,89,1.2,0.13,0.4
Southern,SM9,2017/4/13,1,Bottom Water,0.21,1,0.002,5.2,0.03,0.39,0.28,21.3,5.5,0.63,3.5,32.2,0.5,7.9,0.013,0.009,0.1,33,30,6.6,90,1.6,0.097,0.5
Southern,SM9,2017/5/4,1,Surface Water,0.51,<0.5,0.004,2.9,0.05,0.81,0.44,24.3,<0.5,1.6,3,28.8,0.3,7.8,0.008,0.025,0.34,3,3,5.8,81,1.3,0.14,0.6
Southern,SM9,2017/5/4,1,Middle Water,0.49,<0.5,0.003,3.4,0.06,0.86,0.5,24.2,1.2,1.6,3,29.3,<0.2,7.8,0.009,0.025,0.33,2,1,6.1,85,0.8,0.13,0.5
Southern,SM9,2017/5/4,1,Bottom Water,0.36,<0.5,0.003,4.2,0.05,1.44,1.2,24,2.1,1.3,3,30.5,<0.2,7.8,0.009,0.019,0.22,<1,<1,5.7,81,0.8,0.12,0.5
Southern,SM9,2017/6/1,1,Surface Water,0.57,0.6,0.004,0.8,0.07,1.14,0.68,27.2,1,1.6,4,27.5,0.9,7.9,0.022,0.037,0.42,2,<1,6.4,93,2.8,0.11,0.7
Southern,SM9,2017/6/1,1,Middle Water,0.43,0.6,0.004,1.5,0.02,0.68,0.36,26.8,1.7,1.3,4,29,0.9,7.9,0.019,0.028,0.29,4,3,6,88,2.3,0.11,0.7
Southern,SM9,2017/6/1,1,Bottom Water,0.37,0.6,0.004,1.1,0.02,0.55,0.28,26.6,1.6,1.1,4,29.9,1.5,7.9,0.018,0.025,0.24,2,2,6.1,90,2.6,0.1,0.6
Southern,SM9,2017/7/7,1,Surface Water,0.78,3.2,0.004,1.7,0.04,0.98,0.26,27.5,10,2.1,3.1,20.8,2.9,8.1,0.012,0.062,0.66,22,2,6.5,93,25,0.053,2.2
Southern,SM9,2017/7/7,1,Middle Water,0.76,2.9,0.003,1.2,0.06,0.96,0.26,27.2,9.1,2.1,3.1,21.2,2.6,8,0.013,0.059,0.64,16,2,7,100,25,0.057,1
Southern,SM9,2017/7/7,1,Bottom Water,0.6,2,0.005,11.5,0.05,1.21,0.76,25.7,15,3.2,3.1,27.2,3.3,7.8,0.035,0.046,0.4,39,16,3.4,48,5.5,0.15,1.9
Southern,SM9,2017/8/2,1,Surface Water,0.71,2.1,0.004,1.4,0.04,0.83,0.2,29,7,3.6,2.5,21.7,3.1,7.9,0.02,0.072,0.56,6800,3700,5.7,84,8.1,0.073,0.9
Southern,SM9,2017/8/2,1,Middle Water,0.7,2,0.004,1.2,0.05,0.77,0.15,29,7.4,3.8,2.5,22.2,3.3,7.9,0.022,0.072,0.55,9700,5900,5.8,85,9.5,0.078,1.1
Southern,SM9,2017/8/2,1,Bottom Water,0.66,2.1,0.007,1.1,0.1,0.79,0.3,28.2,8.2,3.1,2.5,26.4,3.4,7.8,0.028,0.06,0.43,40000,19000,4.3,64,7.4,0.17,1.1
Southern,SM9,2017/9/7,1,Surface Water,0.55,0.7,0.002,3.4,0.1,0.96,0.47,28,3.6,3.1,2.2,26.3,0.7,7.8,0.033,0.12,0.37,16,5,3.9,58,0.8,0.059,0.4
Southern,SM9,2017/9/7,1,Middle Water,0.46,1.1,0.002,3.3,0.04,1.16,0.76,27.3,8.6,2.4,2.2,28,0.4,7.8,0.029,0.092,0.31,110,67,4.5,66,0.7,0.059,0.5
Southern,SM9,2017/9/7,1,Bottom Water,0.48,1.4,0.002,6,0.09,1.83,1.4,27.2,8.8,2.5,2.2,28.9,0.4,7.8,0.03,0.096,0.33,120,67,4.2,62,1,0.056,0.6
Southern,SM9,2017/10/4,1,Surface Water,0.38,2,0.005,3,0.03,0.55,0.27,29.6,11,1.9,2.5,28.6,0.6,7.9,0.025,0.06,0.22,84,45,4.2,64,1.1,0.1,0.3
Southern,SM9,2017/10/4,1,Middle Water,0.41,2.2,0.006,3.7,0.04,0.61,0.33,29.6,13,2.1,2.5,28.8,0.6,7.9,0.026,0.057,0.22,110,65,4.7,72,1,0.13,0.3
Southern,SM9,2017/10/4,1,Bottom Water,0.3,2.2,0.005,6.1,0.04,0.47,0.27,29.7,12,2,2.5,29.5,0.4,7.9,0.023,0.043,0.16,69,37,4.3,67,1.5,0.097,0.4
Southern,SM9,2017/11/1,1,Surface Water,0.23,0.7,0.004,2.3,0.04,0.75,0.65,25.8,2.8,1.1,2.5,32.8,1.4,7.9,0.026,0.029,0.066,4500,3000,5,74,3.1,0.13,0.4
Southern,SM9,2017/11/1,1,Middle Water,0.19,1.2,0.003,4.4,0.05,0.45,0.36,25.7,7.4,1.1,2.5,32.8,1.6,7.9,0.025,0.029,0.064,10000,5800,5.9,87,3.6,0.095,0.4
Southern,SM9,2017/11/1,1,Bottom Water,0.19,1.4,0.003,7.3,0.04,0.83,0.74,25.6,10,1.1,2.5,32.8,2.7,7.9,0.024,0.03,0.062,8400,5500,5.9,87,3.7,0.093,0.4
Southern,SM9,2017/12/6,1,Surface Water,0.29,1.6,0.003,4.1,0.04,0.74,0.57,22.3,7.6,1.3,2.2,33,0.6,7.8,0.027,0.026,0.14,850,600,6,83,1,0.12,0.7
Southern,SM9,2017/12/6,1,Middle Water,0.29,1.6,0.003,4.2,0.05,0.72,0.55,22.3,9.8,1.3,2.2,33,0.2,7.8,0.028,0.026,0.14,2900,2100,6.1,85,0.9,0.12,0.8
Southern,SM9,2017/12/6,1,Bottom Water,0.29,3.2,0.003,7.2,0.05,0.69,0.52,22.2,17,1.3,2.2,33,0.4,7.8,0.028,0.027,0.14,2200,1500,6,83,1.1,0.12,0.6
Southern,SM9,2018/1/4,1,Surface Water,0.44,1,0.007,10.3,0.04,0.58,0.29,18.6,5.2,1.6,2.5,32,0.3,8.2,0.032,0.023,0.27,76,41,7,91,1.6,0.15,0.7
Southern,SM9,2018/1/4,1,Middle Water,0.45,1.5,0.006,8.2,0.04,0.54,0.24,18.6,10,1.6,2.5,31.9,0.8,8.2,0.033,0.021,0.28,91,47,7,91,1.7,0.15,0.8
Southern,SM9,2018/1/4,1,Bottom Water,0.43,0.9,0.006,8.5,0.04,0.53,0.24,18.6,6.1,1.6,2.5,31.9,1.2,8.2,0.032,0.021,0.27,48,30,7,91,1.4,0.14,0.7
Southern,SM9,2018/2/1,1,Surface Water,0.15,1.8,<0.001,3,0.02,0.99,0.92,16.1,11,0.55,2.1,32.6,0.4,7.7,0.015,0.009,0.058,38,12,7.3,91,1.6,0.08,0.8
Southern,SM9,2018/2/1,1,Middle Water,0.26,2.1,0.002,3.7,0.04,0.98,0.91,16.1,15,0.57,2.1,32.6,0.7,7.7,0.018,0.009,0.06,43,17,7.4,92,0.9,0.19,0.8
Southern,SM9,2018/2/1,1,Bottom Water,0.15,0.9,<0.001,3.2,0.02,0.38,0.31,16.1,6,0.58,2.1,32.6,1.5,7.7,0.007,0.006,0.064,53,16,7.5,92,1.6,0.083,0.7
Southern,SM9,2018/3/16,1,Surface Water,0.26,1.4,0.004,1.4,0.03,0.96,0.82,18.9,8.3,0.35,3.2,31.7,2.6,8.1,0.013,0.013,0.13,62,43,7,91,2.8,0.12,1.1
Southern,SM9,2018/3/16,1,Middle Water,0.2,1.7,0.003,1.5,0.04,0.76,0.64,18.5,8.6,0.34,3.2,31.8,3.2,8.1,0.01,0.011,0.11,130,93,7.7,99,4.2,0.076,1.2
Southern,SM9,2018/3/16,1,Bottom Water,0.22,2,0.004,1.6,0.04,0.85,0.74,18.5,8,0.37,3.2,31.9,3.4,8.1,0.007,0.011,0.1,550,360,7.8,101,3.9,0.11,5.8
Southern,SM9,2018/4/4,1,Surface Water,0.46,1.5,0.005,2.1,0.03,0.68,0.38,22.8,5.6,1.2,3.5,30,1.4,7.9,0.034,0.014,0.29,180,65,5.5,76,<0.2,0.16,0.2
Southern,SM9,2018/4/4,1,Middle Water,0.26,2,0.003,1.9,0.03,0.58,0.43,22.2,7.6,0.76,3.5,31,1.1,7.9,0.024,<0.002,0.15,220,110,6.1,84,1.5,0.11,<0.1
Southern,SM9,2018/4/4,1,Bottom Water,0.23,3.2,0.003,5.7,0.03,1.02,0.89,21.9,19,0.65,3.5,32.1,0.4,7.9,0.023,<0.002,0.13,37,17,6.3,87,1.5,0.096,0.2
Southern,SM9,2018/5/2,1,Surface Water,0.41,0.6,0.007,1.7,0.02,1.47,1.2,25,2.3,0.68,3.5,30.9,0.7,8.1,0.021,0.014,0.26,62,35,5.7,82,3.3,0.14,0.5
Southern,SM9,2018/5/2,1,Middle Water,0.35,0.9,0.006,1.6,0.03,1.22,0.99,24.7,3.4,0.55,3.5,31.3,0.5,8.1,0.02,0.008,0.22,320,180,6.4,91,4.6,0.12,0.6
Southern,SM9,2018/5/2,1,Bottom Water,0.28,1,0.006,1.9,0.03,1.27,1.1,24.5,3.9,0.43,3.5,32,0.9,8.1,0.018,<0.002,0.17,120,69,6.5,93,6.3,0.11,0.4
Southern,SM9,2018/6/4,1,Surface Water,0.24,2.4,0.002,1.5,<0.02,0.57,0.37,28.1,11,0.36,2.5,29.8,2,8,<0.002,0.025,0.17,1,1,6,90,16,0.04,1.5
Southern,SM9,2018/6/4,1,Middle Water,0.25,2.5,0.002,1.7,0.02,0.65,0.44,28.1,11,0.37,2.5,29.7,2.1,8,<0.002,0.026,0.18,6,2,5.6,85,15,0.039,1.5
Southern,SM9,2018/6/4,1,Bottom Water,0.24,1.3,0.003,1.8,<0.02,0.55,0.35,28,3.1,0.42,2.5,29.8,1.9,8,<0.002,0.025,0.17,12,4,6.6,100,14,0.048,1
Southern,SM9,2018/7/6,1,Surface Water,0.79,1.7,0.002,2.4,0.04,1.06,0.31,28.3,7.3,2.6,2.5,23.7,2.6,8,0.022,0.1,0.65,290,220,5.3,77,8.9,0.044,1
Southern,SM9,2018/7/6,1,Middle Water,0.5,2.2,0.002,2.7,0.03,0.72,0.27,27.5,11,1.7,2.5,24.9,2.9,7.9,0.024,0.079,0.37,460,370,4.9,71,3.1,0.049,0.9
Southern,SM9,2018/7/6,1,Bottom Water,0.44,4.8,0.002,5.6,0.03,0.74,0.35,26.8,28,1.8,2.5,27.1,2.7,7.8,0.03,0.071,0.32,920,550,4.7,68,1.7,0.051,0.8
Southern,SM9,2018/8/6,1,Surface Water,0.3,2.3,0.002,1.5,0.03,0.59,0.31,29.6,5.6,0.39,2.5,26.8,6.9,8.2,0.006,0.057,0.22,3,1,6,91,26,0.023,2.2
Southern,SM9,2018/8/6,1,Middle Water,0.39,1.2,0.004,5.9,0.04,0.69,0.38,27.7,9.8,2,2.5,29.5,3.8,7.9,0.025,0.063,0.25,48,24,3.4,51,4,0.08,0.8
Southern,SM9,2018/8/6,1,Bottom Water,0.38,2.2,0.003,10.4,0.05,0.7,0.41,27.6,15,2,2.5,29.8,3.1,7.8,0.028,0.062,0.23,66,24,2.9,43,3.2,0.089,0.8
Southern,SM9,2018/9/5,1,Surface Water,0.83,1,0.002,4,0.05,1.01,0.22,26.8,5.2,3.9,2.6,24.2,1.6,7.9,0.036,0.16,0.63,220,80,4.5,64,2.1,0.043,0.5
Southern,SM9,2018/9/5,1,Middle Water,0.78,0.8,0.001,3.1,0.06,0.99,0.24,26.4,5.3,3.6,2.6,26.3,1.7,7.9,0.033,0.16,0.59,310,130,3.9,56,2.1,0.034,0.5
Southern,SM9,2018/9/5,1,Bottom Water,0.83,1,0.001,3,0.06,1.02,0.22,25.8,5.4,3.8,2.6,29.4,0.7,7.9,0.034,0.17,0.63,250,130,3.7,53,1.6,0.029,0.6
Southern,SM9,2018/10/3,1,Surface Water,0.41,2.4,0.004,4.6,0.04,0.51,0.17,27.5,8.3,1.6,2,30.3,0.4,8.1,0.026,0.072,0.27,2500,1700,5.3,80,0.5,0.068,0.3
Southern,SM9,2018/10/3,1,Middle Water,0.41,2.8,0.005,4.4,0.04,0.72,0.38,27.5,13,1.6,2,30.3,1.2,8.1,0.026,0.072,0.27,2600,750,4.6,69,0.5,0.072,<0.1
Southern,SM9,2018/10/3,1,Bottom Water,0.41,3.9,0.005,4.7,0.04,0.6,0.27,27.4,20,1.6,2,30.3,1.1,8.1,0.027,0.072,0.26,4400,2000,4.6,69,0.6,0.075,0.2
Southern,SM9,2018/11/1,1,Surface Water,0.2,1.6,0.003,3.7,0.03,0.39,0.29,25,10,0.78,2.5,32.4,1.7,7.9,0.014,0.031,0.066,6900,4100,5.8,85,5.1,0.098,0.7
Southern,SM9,2018/11/1,1,Middle Water,0.2,1.4,0.003,4.3,0.03,0.39,0.29,25.1,9.2,0.78,2.5,32.4,1.2,7.9,0.014,0.031,0.067,8500,5300,6.3,92,5.2,0.1,0.5
Southern,SM9,2018/11/1,1,Bottom Water,0.18,1,0.003,3.7,0.03,0.32,0.23,25.1,6.6,0.76,2.5,32.5,1.9,7.9,0.013,0.03,0.064,8600,4800,6.3,92,4.1,0.09,0.7
Southern,SM9,2018/12/3,1,Surface Water,0.33,1.9,<0.001,2.8,0.03,0.44,0.15,23.6,9.4,1.4,3,31.9,<0.2,7.8,0.022,0.11,0.18,<1,<1,4.7,67,1.5,0.041,0.5
Southern,SM9,2018/12/3,1,Middle Water,0.33,1.3,<0.001,3.5,0.03,0.43,0.14,23.4,5.7,1.5,3,31.9,<0.2,7.8,0.025,0.11,0.18,8,5,5.2,74,1.2,0.038,0.6
Southern,SM9,2018/12/3,1,Bottom Water,0.34,1.5,0.001,5.1,0.03,0.45,0.16,23.4,9,1.3,3,31.9,0.2,7.8,0.024,0.11,0.18,53,22,5.7,81,0.7,0.051,0.5
Southern,SM9,2019/1/4,1,Surface Water,0.14,0.8,0.002,6.2,0.04,0.19,0.09,19.1,8.1,0.95,3,33.3,1.1,8.1,0.018,0.023,0.074,16,12,6.4,84,0.3,0.047,0.3
Southern,SM9,2019/1/4,1,Middle Water,0.15,0.6,0.002,4.7,0.03,0.23,0.13,19.1,8.4,0.94,3,33.3,0.8,8.1,0.018,0.023,0.074,15,9,6.8,90,0.4,0.051,0.4
Southern,SM9,2019/1/4,1,Bottom Water,0.15,1.4,0.002,5.4,0.03,0.25,0.15,19,12,0.92,3,33.3,0.5,8.1,0.018,0.022,0.073,13,8,7.1,94,0.2,0.051,0.4
Southern,SM9,2019/2/8,1,Surface Water,0.41,1.2,0.003,1.1,0.05,0.78,0.45,20.2,2.7,0.36,2.6,30,2.5,8,0.012,0.019,0.31,26,23,7.7,101,4.8,0.082,1.3
Southern,SM9,2019/2/8,1,Middle Water,0.39,1.5,0.003,1.2,0.04,0.84,0.53,19.7,3.7,0.32,2.6,30.3,2.3,8,0.012,0.017,0.29,83,68,8.5,112,4.5,0.079,1.3
Southern,SM9,2019/2/8,1,Bottom Water,0.35,1.9,0.002,1.7,0.04,0.69,0.41,19.5,4.4,0.37,2.6,30.5,2.8,8,0.013,0.015,0.26,160,160,8.4,109,4.6,0.074,1.2
Southern,SM9,2019/3/25,1,Surface Water,0.34,1.6,0.003,2.7,0.03,0.88,0.68,21.4,8.3,1,3,31.1,0.8,7.8,0.022,0.013,0.19,11,5,7.3,100,0.8,0.14,0.4
Southern,SM9,2019/3/25,1,Middle Water,0.33,1.6,0.003,1.9,0.03,0.73,0.54,21.4,8.7,1.1,3,31.1,1.2,7.8,0.022,0.013,0.18,5,3,5,68,1.2,0.14,0.4
Southern,SM9,2019/3/25,1,Bottom Water,0.25,1.9,0.003,1.2,0.03,0.54,0.4,21.4,8.1,0.89,3,31.3,1.2,7.8,0.019,0.011,0.13,8,2,5,68,1.2,0.11,0.3
Southern,SM9,2019/4/10,1,Surface Water,0.42,2.4,0.003,0.6,0.03,0.59,0.26,24.3,8.3,1,3.4,29.7,0.9,7.9,0.014,0.017,0.31,490,370,5.8,83,3.4,0.093,0.4
